,partition
5313,1856
5314,86
5315,15
5316,87
5317,88
5318,1592
5319,1
5320,1226
5321,89
5322,359
5323,2478
5324,195
5325,30
5326,90
5327,1667
5328,91
5329,85
5330,842
5331,804
5332,93
5333,1805
5334,81
5335,1962
5336,2374
5337,203
5338,340
5339,83
5340,1819
5341,496
5342,2529
5343,84
5344,1080
5345,82
5346,15
5347,2451
5348,1921
5349,16
5350,2452
5351,2748
5352,2453
5353,2454
5354,51
5355,2455
5356,37
5357,51
5358,2456
5359,209
5360,2457
5361,2734
5362,789
5363,2536
5364,10
5365,595
5366,600
5367,601
5368,602
5369,95
5370,838
5371,244
5372,2139
5373,2712
5374,603
5375,17
5376,2586
5377,1305
5378,1752
5379,0
5380,254
5381,818
5382,1150
5383,2782
5384,295
5385,877
5386,711
5387,296
5388,16
5389,293
5390,2786
5391,297
5392,298
5393,299
5394,2793
5395,2795
5396,2
5397,2796
5398,2797
5399,2798
5400,523
5401,2799
5402,2800
5403,1
5404,2801
5405,2802
5406,165
5407,2803
5408,449
5409,2794
5410,24
5411,2131
5412,38
5413,2071
5414,2072
5415,2073
5416,2074
5417,2075
5418,1537
5419,2076
5420,2572
5421,2177
5422,2077
5423,1492
5424,2078
5425,33
5426,1105
5427,4
5428,1
5429,1476
5430,1106
5431,2159
5432,68
5433,138
5434,1107
5435,1108
5436,35
5437,1109
5438,115
5439,1110
5440,196
5441,1111
5442,1162
5443,1650
5444,1163
5445,1164
5446,575
5447,1705
5448,1165
5449,1978
5450,1166
5451,16
5452,10
5453,189
5454,1167
5455,1168
5456,32
5457,1514
5458,1300
5459,1190
5460,1191
5461,1192
5462,561
5463,2306
5464,2167
5465,2
5466,1927
5467,1193
5468,15
5469,1194
5470,1378
5471,1195
5472,1196
5473,2169
5474,1467
5475,2777
5476,2165
5477,438
5478,104
5479,15
5480,1293
5481,421
5482,354
5483,942
5484,75
5485,0
5486,762
5487,382
5488,2021
5489,355
5490,1967
5491,2819
5492,191
5493,255
5494,1391
5495,328
5496,30
5497,112
5498,16
5499,8
5500,2750
5501,113
5502,68
5503,114
5504,115
5505,61
5506,2595
5507,2602
5508,15
5509,2596
5510,2597
5511,16
5512,337
5513,2599
5514,2600
5515,15
5516,2
5517,26
5518,2601
5519,2602
5520,194
5521,2598
5522,2
5523,2
5524,155
5525,2576
5526,2577
5527,374
5528,2578
5529,2579
5530,593
5531,2580
5532,2581
5533,102
5534,2582
5535,2583
5536,2585
5537,2584
5538,1532
5539,60
5540,562
5541,290
5542,594
5543,291
5544,377
5545,2300
5546,671
5547,15
5548,2404
5549,163
5550,15
5551,912
5552,2102
5553,1451
5554,10
5555,2
5556,166
5557,1324
5558,426
5559,167
5560,39
5561,168
5562,299
5563,1192
5564,1840
5565,552
5566,169
5567,16
5568,2116
5569,485
5570,2387
5571,2389
5572,2390
5573,1451
5574,95
5575,2391
5576,2392
5577,2
5578,1368
5579,2393
5580,39
5581,2394
5582,916
5583,2395
5584,1368
5585,2388
5586,60
5587,1210
5588,1211
5589,2787
5590,1212
5591,1213
5592,17
5593,2
5594,1214
5595,1215
5596,1217
5597,2297
5598,15
5599,1219
5600,1216
5601,1218
5602,1392
5603,217
5604,1951
5605,259
5606,1676
5607,17
5608,101
5609,637
5610,607
5611,1
5612,61
5613,589
5614,515
5615,2641
5616,102
5617,14
5618,115
5619,488
5620,4
5621,1400
5622,2
5623,183
5624,1264
5625,1265
5626,1266
5627,153
5628,374
5629,1267
5630,1885
5631,4
5632,51
5633,1882
5634,189
5635,962
5636,963
5637,2539
5638,1097
5639,1205
5640,964
5641,1778
5642,102
5643,965
5644,966
5645,2151
5646,967
5647,21
5648,968
5649,803
5650,1820
5651,119
5652,2005
5653,1822
5654,1899
5655,2
5656,1823
5657,1824
5658,1825
5659,2
5660,1826
5661,1827
5662,1828
5663,457
5664,1829
5665,1821
5666,2698
5667,2699
5668,43
5669,2700
5670,2701
5671,2702
5672,2703
5673,2704
5674,2705
5675,2706
5676,1793
5677,244
5678,2707
5679,2708
5680,2709
5681,2710
5682,2
5683,1655
5684,226
5685,2
5686,1177
5687,16
5688,1178
5689,2
5690,1179
5691,1180
5692,1181
5693,1182
5694,2
5695,2
5696,2502
5697,1183
5698,2669
5699,2670
5700,2671
5701,2672
5702,2673
5703,2723
5704,1424
5705,2674
5706,30
5707,193
5708,2676
5709,2677
5710,2678
5711,2679
5712,2680
5713,2675
5714,533
5715,2045
5716,242
5717,1795
5718,725
5719,995
5720,534
5721,2730
5722,1269
5723,2147
5724,1981
5725,535
5726,2650
5727,977
5728,1523
5729,536
5730,2224
5731,2
5732,2225
5733,150
5734,2226
5735,2227
5736,132
5737,2228
5738,2229
5739,2230
5740,1451
5741,2231
5742,2232
5743,2233
5744,2234
5745,1008
5746,104
5747,873
5748,275
5749,1851
5750,254
5751,255
5752,15
5753,542
5754,955
5755,112
5756,1960
5757,1550
5758,39
5759,99
5760,256
5761,39
5762,237
5763,2729
5764,2
5765,186
5766,8
5767,2693
5768,1771
5769,1948
5770,1211
5771,224
5772,1451
5773,9
5774,1328
5775,154
5776,10
5777,1
5778,1934
5779,2
5780,2796
5781,1066
5782,31
5783,2
5784,1356
5785,339
5786,2324
5787,3
5788,4
5789,2722
5790,2485
5791,2419
5792,1813
5793,691
5794,2092
5795,2360
5796,2093
5797,2469
5798,2094
5799,2095
5800,2096
5801,2097
5802,8
5803,2098
5804,2099
5805,39
5806,2100
5807,2101
5808,2
5809,693
5810,277
5811,286
5812,726
5813,2
5814,39
5815,278
5816,1494
5817,221
5818,342
5819,279
5820,411
5821,1451
5822,431
5823,1004
5824,601
5825,280
5826,2112
5827,1734
5828,2
5829,1735
5830,2
5831,1736
5832,1737
5833,2099
5834,1499
5835,1738
5836,1902
5837,16
5838,1739
5839,1740
5840,1741
5841,171
5842,1032
5843,15
5844,456
5845,727
5846,2781
5847,357
5848,217
5849,15
5850,39
5851,2
5852,1085
5853,218
5854,1373
5855,2191
5856,2
5857,1470
5858,24
5859,122
5860,80
5861,57
5862,95
5863,0
5864,20
5865,11
5866,53
5867,145
5868,65
5869,345
5870,240
5871,103
5872,75
5873,123
5874,1037
5875,1717
5876,1038
5877,1039
5878,2247
5879,1263
5880,1040
5881,2216
5882,2385
5883,1761
5884,2313
5885,1299
5886,2088
5887,1041
5888,2305
5889,80
5890,732
5891,1339
5892,733
5893,2
5894,734
5895,1164
5896,1035
5897,2432
5898,735
5899,736
5900,737
5901,1387
5902,738
5903,739
5904,740
5905,16
5906,1504
5907,1450
5908,88
5909,1173
5910,1349
5911,66
5912,27
5913,199
5914,56
5915,72
5916,1061
5917,384
5918,414
5919,796
5920,147
5921,277
5922,102
5923,174
5924,175
5925,2323
5926,176
5927,15
5928,51
5929,2310
5930,2550
5931,2320
5932,177
5933,627
5934,662
5935,1087
5936,1281
5937,2303
5938,1706
5939,1853
5940,454
5941,1707
5942,1708
5943,1709
5944,1710
5945,277
5946,1
5947,1711
5948,2461
5949,1932
5950,1713
5951,2794
5952,33
5953,1712
5954,1604
5955,2
5956,75
5957,1605
5958,634
5959,1606
5960,64
5961,1607
5962,1608
5963,561
5964,445
5965,1609
5966,2043
5967,2211
5968,1684
5969,39
5970,41
5971,266
5972,490
5973,39
5974,1388
5975,141
5976,68
5977,2322
5978,1170
5979,497
5980,505
5981,1069
5982,15
5983,1742
5984,308
5985,142
5986,2343
5987,2344
5988,15
5989,2
5990,2345
5991,2346
5992,24
5993,2348
5994,2
5995,2349
5996,57
5997,115
5998,2350
5999,2351
6000,2352
6001,2347
6002,47
6003,2085
6004,2086
6005,1
6006,75
6007,51
6008,2087
6009,2088
6010,2089
6011,2090
6012,2091
6013,18
6014,546
6015,6
6016,51
6017,2130
6018,954
6019,806
6020,807
6021,808
6022,116
6023,2726
6024,635
6025,557
6026,2364
6027,809
6028,163
6029,32
6030,810
6031,812
6032,813
6033,811
6034,1216
6035,919
6036,920
6037,15
6038,180
6039,1852
6040,1107
6041,1265
6042,921
6043,2568
6044,8
6045,1018
6046,922
6047,148
6048,923
6049,156
6050,1273
6051,95
6052,45
6053,1673
6054,1584
6055,68
6056,2
6057,1
6058,1274
6059,2041
6060,1275
6061,2189
6062,1694
6063,27
6064,2106
6065,1276
6066,87
6067,1635
6068,260
6069,1636
6070,1637
6071,1647
6072,1492
6073,1883
6074,1638
6075,244
6076,8
6077,1639
6078,240
6079,1640
6080,2
6081,2667
6082,2
6083,1887
6084,1888
6085,1889
6086,1890
6087,622
6088,2557
6089,1891
6090,2
6091,1892
6092,1893
6093,1894
6094,1895
6095,1896
6096,1897
6097,409
6098,311
6099,387
6100,935
6101,15
6102,363
6103,17
6104,257
6105,1451
6106,474
6107,2790
6108,865
6109,312
6110,509
6111,484
6112,313
6113,608
6114,563
6115,1377
6116,60
6117,2583
6118,41
6119,60
6120,2800
6121,634
6122,73
6123,2228
6124,68
6125,635
6126,636
6127,2595
6128,524
6129,2157
6130,702
6131,1026
6132,703
6133,1451
6134,99
6135,2576
6136,704
6137,2671
6138,238
6139,705
6140,706
6141,1241
6142,2
6143,244
6144,707
6145,708
6146,969
6147,2104
6148,970
6149,971
6150,982
6151,2220
6152,39
6153,1330
6154,972
6155,973
6156,1600
6157,2352
6158,163
6159,1083
6160,60
6161,1256
6162,2176
6163,466
6164,41
6165,42
6166,15
6167,43
6168,643
6169,235
6170,683
6171,16
6172,475
6173,2
6174,825
6175,2037
6176,15
6177,1873
6178,2390
6179,17
6180,1042
6181,47
6182,75
6183,51
6184,2
6185,1
6186,51
6187,1043
6188,554
6189,1044
6190,1512
6191,1045
6192,1599
6193,1728
6194,549
6195,534
6196,885
6197,1698
6198,1699
6199,1700
6200,2818
6201,1701
6202,1702
6203,2806
6204,1703
6205,2601
6206,1870
6207,14
6208,1704
6209,1705
6210,61
6211,1435
6212,1
6213,2
6214,1348
6215,15
6216,1349
6217,16
6218,1723
6219,2406
6220,2311
6221,1350
6222,1351
6223,1352
6224,2766
6225,2727
6226,507
6227,1106
6228,524
6229,487
6230,801
6231,269
6232,2128
6233,944
6234,668
6235,245
6236,220
6237,330
6238,755
6239,7
6240,1151
6241,164
6242,374
6243,1471
6244,1424
6245,1425
6246,53
6247,1426
6248,1427
6249,110
6250,1428
6251,2134
6252,1429
6253,110
6254,1430
6255,1431
6256,2749
6257,2
6258,1561
6259,1044
6260,837
6261,335
6262,855
6263,336
6264,2813
6265,16
6266,41
6267,1654
6268,1722
6269,2347
6270,337
6271,1284
6272,338
6273,103
6274,2
6275,15
6276,16
6277,39
6278,1
6279,4
6280,51
6281,60
6282,1451
6283,33
6284,32
6285,30
6286,115
6287,8
6288,61
6289,47
6290,1810
6291,20
6292,1789
6293,974
6294,975
6295,1835
6296,2233
6297,976
6298,32
6299,977
6300,978
6301,979
6302,980
6303,1659
6304,1184
6305,1677
6306,547
6307,2
6308,1972
6309,953
6310,11
6311,390
6312,2273
6313,12
6314,2110
6315,13
6316,172
6317,719
6318,15
6319,256
6320,652
6321,14
6322,2681
6323,30
6324,2682
6325,2683
6326,244
6327,2
6328,2684
6329,2685
6330,2686
6331,2687
6332,15
6333,2688
6334,51
6335,2689
6336,1037
6337,57
6338,1268
6339,102
6340,1269
6341,2559
6342,1726
6343,41
6344,1806
6345,138
6346,244
6347,1270
6348,61
6349,5
6350,218
6351,1271
6352,1272
6353,2022
6354,4
6355,2732
6356,2414
6357,2733
6358,2734
6359,2735
6360,1737
6361,15
6362,2747
6363,2736
6364,2737
6365,2738
6366,108
6367,956
6368,2739
6369,2740
6370,2586
6371,2588
6372,2329
6373,2589
6374,2590
6375,115
6376,219
6377,42
6378,125
6379,60
6380,2591
6381,8
6382,2593
6383,2594
6384,2587
6385,2592
6386,2711
6387,2
6388,2712
6389,30
6390,2713
6391,2714
6392,2715
6393,2716
6394,15
6395,2717
6396,4
6397,2718
6398,2719
6399,176
6400,2720
6401,153
6402,1435
6403,1685
6404,4
6405,1801
6406,15
6407,2
6408,1632
6409,1436
6410,1437
6411,2694
6412,980
6413,2
6414,1438
6415,1439
6416,1440
6417,1441
6418,1473
6419,1260
6420,1110
6421,17
6422,329
6423,1696
6424,2
6425,2
6426,2739
6427,100
6428,1248
6429,473
6430,204
6431,16
6432,16
6433,2
6434,2741
6435,535
6436,2742
6437,2743
6438,130
6439,2744
6440,2745
6441,2746
6442,2747
6443,2
6444,68
6445,2748
6446,2749
6447,2750
6448,2751
6449,2752
6450,1321
6451,1322
6452,2623
6453,9
6454,1323
6455,1324
6456,1325
6457,1326
6458,69
6459,105
6460,51
6461,1327
6462,1328
6463,159
6464,2
6465,1329
6466,320
6467,104
6468,386
6469,43
6470,992
6471,506
6472,389
6473,2079
6474,132
6475,1232
6476,321
6477,15
6478,322
6479,323
6480,748
6481,2381
6482,350
6483,1688
6484,1027
6485,2
6486,1403
6487,352
6488,32
6489,353
6490,1171
6491,1204
6492,611
6493,291
6494,15
6495,1626
6496,513
6497,351
6498,654
6499,15
6500,423
6501,911
6502,162
6503,182
6504,145
6505,282
6506,151
6507,30
6508,43
6509,152
6510,2285
6511,1172
6512,15
6513,16
6514,421
6515,1939
6516,422
6517,1804
6518,1984
6519,423
6520,125
6521,2
6522,2
6523,2675
6524,529
6525,0
6526,2040
6527,1101
6528,2
6529,2292
6530,1365
6531,1614
6532,2047
6533,793
6534,2170
6535,15
6536,612
6537,16
6538,15
6539,936
6540,32
6541,708
6542,1725
6543,39
6544,40
6545,25
6546,558
6547,15
6548,1957
6549,209
6550,15
6551,2
6552,51
6553,240
6554,559
6555,2184
6556,560
6557,153
6558,763
6559,51
6560,1753
6561,2544
6562,1618
6563,1802
6564,1619
6565,1620
6566,1621
6567,1622
6568,2
6569,4
6570,1675
6571,1539
6572,1623
6573,1624
6574,1625
6575,176
6576,2337
6577,15
6578,2198
6579,2
6580,361
6581,362
6582,600
6583,363
6584,1445
6585,30
6586,2642
6587,364
6588,39
6589,60
6590,2515
6591,1058
6592,2
6593,539
6594,1310
6595,476
6596,2451
6597,1791
6598,468
6599,941
6600,180
6601,243
6602,30
6603,477
6604,2430
6605,2
6606,531
6607,2536
6608,104
6609,478
6610,2733
6611,2687
6612,1923
6613,1793
6614,2250
6615,2252
6616,2719
6617,2253
6618,2255
6619,2256
6620,2257
6621,2258
6622,114
6623,2259
6624,2254
6625,2251
6626,209
6627,1611
6628,1988
6629,39
6630,2
6631,2345
6632,1298
6633,1415
6634,1331
6635,2
6636,1158
6637,1160
6638,2168
6639,2073
6640,1159
6641,1161
6642,122
6643,1973
6644,30
6645,1974
6646,1975
6647,1976
6648,2425
6649,1977
6650,1978
6651,1979
6652,1980
6653,2271
6654,412
6655,1981
6656,2223
6657,16
6658,2414
6659,422
6660,743
6661,1332
6662,159
6663,494
6664,360
6665,2536
6666,94
6667,1879
6668,87
6669,859
6670,956
6671,663
6672,278
6673,1350
6674,33
6675,244
6676,115
6677,2728
6678,1236
6679,47
6680,16
6681,39
6682,1237
6683,975
6684,2052
6685,1238
6686,808
6687,1239
6688,2
6689,37
6690,2160
6691,2
6692,2161
6693,155
6694,2162
6695,2495
6696,525
6697,2163
6698,2164
6699,378
6700,2663
6701,744
6702,2
6703,2289
6704,644
6705,2
6706,232
6707,146
6708,498
6709,2612
6710,283
6711,147
6712,148
6713,768
6714,149
6715,150
6716,658
6717,858
6718,1935
6719,2113
6720,2686
6721,2
6722,1501
6723,1502
6724,1503
6725,42
6726,8
6727,2
6728,1809
6729,2814
6730,96
6731,122
6732,2
6733,39
6734,1505
6735,1506
6736,1451
6737,1504
6738,2305
6739,2306
6740,2307
6741,2308
6742,2309
6743,2310
6744,64
6745,2312
6746,2313
6747,95
6748,2531
6749,2314
6750,2315
6751,2316
6752,72
6753,2311
6754,1029
6755,2278
6756,1030
6757,345
6758,1031
6759,1032
6760,338
6761,1033
6762,1128
6763,808
6764,2628
6765,1889
6766,1035
6767,1036
6768,1989
6769,1034
6770,2150
6771,536
6772,2151
6773,2152
6774,2153
6775,374
6776,2155
6777,2536
6778,2156
6779,2157
6780,1224
6781,1100
6782,2158
6783,2159
6784,221
6785,2154
6786,1145
6787,1214
6788,1822
6789,1146
6790,1147
6791,557
6792,1148
6793,1149
6794,2
6795,2009
6796,2357
6797,1150
6798,2290
6799,1151
6800,1572
6801,126
6802,2128
6803,2129
6804,2130
6805,2131
6806,30
6807,2133
6808,2134
6809,2135
6810,2136
6811,2137
6812,2138
6813,2139
6814,46
6815,2820
6816,2132
6817,2140
6818,1096
6819,1097
6820,1098
6821,1099
6822,1100
6823,1101
6824,326
6825,1102
6826,685
6827,2234
6828,38
6829,15
6830,1103
6831,1104
6832,46
6833,383
6834,39
6835,445
6836,2212
6837,37
6838,594
6839,1152
6840,595
6841,672
6842,596
6843,1850
6844,948
6845,15
6846,1
6847,597
6848,598
6849,599
6850,2753
6851,2754
6852,2755
6853,2757
6854,2758
6855,2759
6856,2760
6857,2761
6858,2762
6859,2763
6860,2765
6861,2
6862,2766
6863,2756
6864,15
6865,2764
6866,1220
6867,1221
6868,2710
6869,1277
6870,1222
6871,1223
6872,1224
6873,130
6874,1226
6875,1227
6876,110
6877,1228
6878,1306
6879,606
6880,1225
6881,1229
6882,1251
6883,463
6884,974
6885,427
6886,250
6887,375
6888,2648
6889,856
6890,2334
6891,222
6892,887
6893,223
6894,1453
6895,224
6896,1416
6897,973
6898,2413
6899,1507
6900,2440
6901,2224
6902,1509
6903,1510
6904,2365
6905,1691
6906,1608
6907,1511
6908,1512
6909,1513
6910,2827
6911,1195
6912,1508
6913,218
6914,1660
6915,1661
6916,2525
6917,2473
6918,15
6919,30
6920,980
6921,1662
6922,2788
6923,102
6924,2117
6925,1663
6926,2558
6927,1664
6928,2132
6929,41
6930,206
6931,244
6932,585
6933,2
6934,2100
6935,586
6936,2
6937,489
6938,32
6939,1881
6940,14
6941,628
6942,2186
6943,1243
6944,1500
6945,587
6946,2422
6947,2752
6948,2423
6949,0
6950,2425
6951,2426
6952,1136
6953,696
6954,2427
6955,2428
6956,26
6957,2429
6958,2430
6959,2431
6960,2432
6961,2424
6962,1830
6963,374
6964,1831
6965,1832
6966,2775
6967,138
6968,1833
6969,1834
6970,1835
6971,16
6972,33
6973,2097
6974,1836
6975,2017
6976,523
6977,2825
6978,2315
6979,1467
6980,2
6981,1468
6982,1469
6983,2541
6984,51
6985,15
6986,61
6987,1470
6988,37
6989,1471
6990,1459
6991,1472
6992,1473
6993,135
6994,1462
6995,408
6996,409
6997,37
6998,1160
6999,1834
7000,219
7001,410
7002,115
7003,30
7004,280
7005,411
7006,1042
7007,219
7008,430
7009,1909
7010,1072
7011,330
7012,2724
7013,2490
7014,1073
7015,1074
7016,1075
7017,2746
7018,1076
7019,1077
7020,1078
7021,113
7022,1080
7023,1081
7024,1079
7025,1149
7026,1282
7027,1054
7028,2536
7029,1055
7030,1056
7031,1134
7032,2
7033,51
7034,2
7035,81
7036,1057
7037,1058
7038,1440
7039,32
7040,1486
7041,1309
7042,264
7043,175
7044,1158
7045,536
7046,227
7047,98
7048,306
7049,579
7050,737
7051,554
7052,222
7053,449
7054,634
7055,393
7056,1183
7057,399
7058,1019
7059,1220
7060,1451
7061,170
7062,1255
7063,1236
7064,2258
7065,2823
7066,820
7067,689
7068,530
7069,1115
7070,117
7071,118
7072,116
7073,1381
7074,1287
7075,1288
7076,1289
7077,60
7078,1158
7079,743
7080,1290
7081,2429
7082,2
7083,1291
7084,176
7085,194
7086,116
7087,1292
7088,1293
7089,2105
7090,2
7091,1922
7092,2004
7093,16
7094,1924
7095,1925
7096,1926
7097,1971
7098,2255
7099,47
7100,2
7101,1927
7102,2758
7103,53
7104,2822
7105,1923
7106,248
7107,249
7108,2296
7109,250
7110,251
7111,2350
7112,2
7113,583
7114,857
7115,1557
7116,2707
7117,1507
7118,1181
7119,39
7120,1910
7121,258
7122,1493
7123,374
7124,125
7125,51
7126,1785
7127,1494
7128,24
7129,538
7130,1495
7131,1634
7132,1496
7133,1497
7134,1498
7135,1499
7136,1500
7137,2050
7138,2443
7139,442
7140,1746
7141,2607
7142,70
7143,1698
7144,1
7145,284
7146,65
7147,1296
7148,318
7149,160
7150,653
7151,64
7152,82
7153,38
7154,2515
7155,2
7156,2516
7157,2
7158,2517
7159,2327
7160,2
7161,394
7162,2518
7163,2519
7164,2520
7165,2521
7166,2522
7167,2523
7168,65
7169,2
7170,1389
7171,884
7172,692
7173,1390
7174,2384
7175,1391
7176,1868
7177,1697
7178,1392
7179,1393
7180,1394
7181,2437
7182,1395
7183,1396
7184,1388
7185,1829
7186,16
7187,1490
7188,2086
7189,1184
7190,685
7191,1185
7192,1186
7193,16
7194,394
7195,1307
7196,1187
7197,1242
7198,1188
7199,1189
7200,1317
7201,47
7202,30
7203,1817
7204,77
7205,667
7206,146
7207,947
7208,2521
7209,1741
7210,143
7211,2111
7212,2018
7213,320
7214,418
7215,303
7216,200
7217,2109
7218,1277
7219,1278
7220,1279
7221,2757
7222,1280
7223,1281
7224,673
7225,1282
7226,1283
7227,2549
7228,1284
7229,17
7230,1285
7231,1286
7232,2225
7233,8
7234,752
7235,32
7236,103
7237,15
7238,753
7239,2
7240,18
7241,1707
7242,754
7243,937
7244,755
7245,39
7246,2718
7247,538
7248,2185
7249,2805
7250,1538
7251,1702
7252,115
7253,2779
7254,1540
7255,1931
7256,1541
7257,1542
7258,1606
7259,164
7260,1846
7261,546
7262,86
7263,15
7264,1537
7265,1539
7266,1771
7267,1772
7268,1773
7269,2689
7270,1
7271,1774
7272,1775
7273,81
7274,1776
7275,1777
7276,1790
7277,1778
7278,1779
7279,1780
7280,1781
7281,338
7282,749
7283,66
7284,1915
7285,15
7286,2489
7287,718
7288,2
7289,67
7290,527
7291,1505
7292,415
7293,8
7294,476
7295,1021
7296,2346
7297,39
7298,1089
7299,1961
7300,2460
7301,1270
7302,238
7303,2
7304,1893
7305,2072
7306,2763
7307,1301
7308,4
7309,2286
7310,239
7311,39
7312,2349
7313,1876
7314,735
7315,78
7316,1737
7317,1261
7318,365
7319,273
7320,2329
7321,996
7322,469
7323,346
7324,144
7325,1466
7326,0
7327,272
7328,1
7329,63
7330,2458
7331,75
7332,2460
7333,2614
7334,114
7335,16
7336,2461
7337,2462
7338,2464
7339,1879
7340,2465
7341,8
7342,2466
7343,2467
7344,2459
7345,2463
7346,592
7347,2
7348,1767
7349,685
7350,2240
7351,2274
7352,1718
7353,805
7354,686
7355,15
7356,1344
7357,0
7358,1010
7359,1855
7360,2770
7361,1635
7362,757
7363,721
7364,917
7365,722
7366,723
7367,1780
7368,724
7369,80
7370,2075
7371,11
7372,1143
7373,725
7374,37
7375,15
7376,32
7377,30
7378,2804
7379,2805
7380,2806
7381,2807
7382,2808
7383,2809
7384,2810
7385,2811
7386,2812
7387,2814
7388,2815
7389,899
7390,2816
7391,2813
7392,39
7393,15
7394,1
7395,16
7396,234
7397,1993
7398,870
7399,406
7400,1837
7401,155
7402,235
7403,2312
7404,452
7405,486
7406,236
7407,237
7408,453
7409,1402
7410,113
7411,99
7412,432
7413,4
7414,888
7415,4
7416,339
7417,340
7418,1451
7419,341
7420,342
7421,343
7422,344
7423,799
7424,51
7425,2412
7426,8
7427,1947
7428,1651
7429,1653
7430,1534
7431,1709
7432,1654
7433,2338
7434,1655
7435,1656
7436,1657
7437,1658
7438,2
7439,1874
7440,1652
7441,1659
7442,260
7443,2
7444,894
7445,425
7446,427
7447,710
7448,464
7449,428
7450,429
7451,430
7452,240
7453,424
7454,8
7455,33
7456,1493
7457,426
7458,1302
7459,15
7460,1303
7461,2
7462,1304
7463,1305
7464,16
7465,1306
7466,133
7467,1658
7468,1645
7469,1307
7470,2319
7471,2740
7472,2115
7473,39
7474,196
7475,1103
7476,314
7477,2596
7478,2
7479,1153
7480,2573
7481,316
7482,1267
7483,1565
7484,993
7485,2560
7486,1916
7487,2578
7488,16
7489,315
7490,35
7491,744
7492,47
7493,118
7494,2141
7495,2142
7496,2143
7497,2144
7498,2145
7499,2146
7500,60
7501,2147
7502,2148
7503,2149
7504,51
7505,1451
7506,1520
7507,2803
7508,20
7509,1521
7510,197
7511,53
7512,1522
7513,1749
7514,95
7515,1773
7516,51
7517,1524
7518,1525
7519,1526
7520,1523
7521,15
7522,2
7523,702
7524,122
7525,117
7526,419
7527,60
7528,15
7529,1706
7530,51
7531,16
7532,528
7533,1072
7534,2645
7535,602
7536,420
7537,2605
7538,1807
7539,2679
7540,2
7541,32
7542,1154
7543,86
7544,2768
7545,166
7546,420
7547,1985
7548,1977
7549,616
7550,1294
7551,1758
7552,211
7553,1738
7554,1535
7555,1759
7556,1760
7557,176
7558,1761
7559,2696
7560,108
7561,1762
7562,30
7563,1763
7564,1764
7565,32
7566,1765
7567,535
7568,163
7569,39
7570,80
7571,17
7572,909
7573,51
7574,2054
7575,241
7576,2445
7577,440
7578,2389
7579,2714
7580,1531
7581,242
7582,1
7583,1354
7584,15
7585,1228
7586,19
7587,2
7588,1482
7589,1483
7590,2817
7591,1484
7592,1485
7593,1486
7594,1487
7595,1488
7596,1489
7597,1490
7598,2670
7599,1492
7600,1491
7601,2472
7602,2817
7603,2818
7604,2819
7605,19
7606,2820
7607,2821
7608,2822
7609,2823
7610,108
7611,2824
7612,2825
7613,419
7614,2827
7615,1451
7616,15
7617,2826
7618,1913
7619,253
7620,16
7621,507
7622,374
7623,1136
7624,1915
7625,1916
7626,1917
7627,1918
7628,1919
7629,1920
7630,1921
7631,2762
7632,1914
7633,337
7634,2
7635,107
7636,2809
7637,119
7638,724
7639,1194
7640,302
7641,532
7642,16
7643,1682
7644,120
7645,121
7646,1148
7647,122
7648,188
7649,1451
7650,1450
7651,1451
7652,1452
7653,4
7654,2
7655,1453
7656,1969
7657,1454
7658,51
7659,1495
7660,2
7661,2589
7662,33
7663,2
7664,2477
7665,2
7666,49
7667,322
7668,1794
7669,1576
7670,1867
7671,55
7672,26
7673,1628
7674,51
7675,15
7676,813
7677,2
7678,249
7679,1
7680,50
7681,8
7682,975
7683,134
7684,1451
7685,412
7686,699
7687,1992
7688,1535
7689,289
7690,592
7691,2327
7692,999
7693,1008
7694,106
7695,48
7696,673
7697,150
7698,1
7699,2490
7700,2662
7701,2491
7702,2492
7703,1451
7704,103
7705,39
7706,39
7707,2494
7708,2495
7709,102
7710,2496
7711,38
7712,2493
7713,39
7714,163
7715,1797
7716,1798
7717,1799
7718,2107
7719,1800
7720,2500
7721,494
7722,115
7723,16
7724,86
7725,2685
7726,126
7727,11
7728,1801
7729,2293
7730,481
7731,301
7732,1690
7733,647
7734,665
7735,136
7736,692
7737,1671
7738,830
7739,96
7740,1202
7741,764
7742,666
7743,899
7744,1352
7745,896
7746,4
7747,1461
7748,1719
7749,2688
7750,1462
7751,16
7752,1463
7753,4
7754,2314
7755,1464
7756,17
7757,1466
7758,15
7759,2
7760,1465
7761,2179
7762,1484
7763,51
7764,1251
7765,1252
7766,1037
7767,1253
7768,32
7769,1254
7770,1255
7771,2
7772,1313
7773,1256
7774,1257
7775,2
7776,1258
7777,1990
7778,53
7779,1671
7780,37
7781,350
7782,2
7783,1672
7784,1673
7785,622
7786,1674
7787,1675
7788,68
7789,1676
7790,123
7791,1677
7792,1678
7793,1900
7794,1475
7795,1082
7796,293
7797,1692
7798,1914
7799,1763
7800,1083
7801,2
7802,1085
7803,1086
7804,1087
7805,557
7806,665
7807,1084
7808,1266
7809,1252
7810,1372
7811,293
7812,2563
7813,429
7814,1942
7815,457
7816,1374
7817,2380
7818,1375
7819,1376
7820,1377
7821,1378
7822,1379
7823,1380
7824,1373
7825,79
7826,1230
7827,47
7828,1283
7829,2
7830,697
7831,196
7832,1046
7833,1047
7834,97
7835,1048
7836,2028
7837,1521
7838,1320
7839,538
7840,1189
7841,1433
7842,1878
7843,341
